Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-May-2013,499.95,503.05,486,487.45,492.5976432,176679,4266,87031659,49674,28.12,17.05,-12.5
3-June-2013,495,504.95,486.55,502.35,496.4161748,143853,3530,71410956,25578,17.78,18.4,7.35
4-June-2013,505,508.8,490.35,493.4,500.4572732,135442,3215,67782934,21707,16.03,18.45,-11.6
5-June-2013,492.8,502.9,490,500.15,498.6774971,174355,3760,86946915,32265,18.51,12.9,7.35
6-June-2013,499,509.6,492.5,507.55,502.9811386,251148,5020,126322707,50558,20.13,17.1,8.55
7-June-2013,509,514.7,501.4,503.1,508.5403587,171710,3705,87321465,24485,14.26,13.3,-5.9
10-June-2013,498.8,503.1,487.6,490.15,494.1793063,199162,3898,98421739,36823,18.49,15.5,-8.65
11-June-2013,487,488,466.7,472.05,476.8827152,288682,5857,137667456,90458,31.33,21.3,-14.95
12-June-2013,472,474.1,461.65,469.05,468.9127331,242612,5134,113763856,40233,16.58,12.45,-2.95
13-June-2013,465,469.5,455,456.3,461.5035494,215107,4906,99272644,60516,28.13,14.5,-8.7
14-June-2013,461.95,480.75,461.95,478.45,474.0433345,251070,6452,119018060,68910,27.45,18.8,16.5
17-June-2013,481.5,489.45,470,484.1,481.5359513,293355,8716,141260979,59443,20.26,19.45,2.6
18-June-2013,483,483.1,473.35,475.45,478.0738851,196792,8002,94081116,41047,20.86,9.75,-7.55
19-June-2013,477.95,479.5,470.8,478.15,476.5716579,152635,5483,72741515,31445,20.6,8.7,0.2
20-June-2013,471.75,471.75,458,459.4,462.2472705,294188,7962,135987600,113137,38.46,13.75,-12.35
21-June-2013,457,462,445.8,453.1,453.634278,363738,11313,165004025,76968,21.16,16.2,-3.9
24-June-2013,450,450.5,438.55,441.2,444.116423,187901,5827,83449920,40042,21.31,11.95,-8.8
25-June-2013,444.7,453.5,435.75,447.8,445.3005377,347933,10294,154934752,67246,19.33,17.75,3.1
26-June-2013,450,459,445.25,448.1,453.1219154,189287,5764,85770088,34107,18.02,13.75,-1.9
27-June-2013,455,457.9,437.05,443.9,445.5613824,277547,7997,123664225,58398,21.04,20.85,-11.1
28-June-2013,449.5,464.1,441.4,461,451.8695415,790481,14462,357194287,352667,44.61,22.7,11.5
1-July-2013,462,471.9,461.25,470.25,468.8708275,320285,6655,150172293,155100,48.43,10.65,8.25
2-July-2013,469.8,474,463.85,468.35,468.4044534,368124,6284,172430921,181418,49.28,10.15,-1.45
3-July-2013,466.7,471.25,456.35,464,462.1239674,319100,6133,147463758,146514,45.91,14.9,-2.7
4-July-2013,465,476.45,461.85,469.95,468.8398397,333597,7982,156403564,94190,28.23,14.6,4.95
5-July-2013,473.15,477.8,463,464.95,469.0785938,228097,6509,106995420,62805,27.53,14.8,-8.2
8-July-2013,465,470,452.65,467.7,462.7761868,241992,8518,111988135,72832,30.1,17.35,2.7
9-July-2013,470,483,470,478.1,476.1762873,225019,7181,107148712,39345,17.49,13,8.1
10-July-2013,480.05,484.2,472.35,475.95,478.9503065,147947,4837,70859261,28168,19.04,11.85,-4.1
11-July-2013,483.7,494,483.5,488.15,489.7878955,234144,6822,114680897,62825,26.83,10.5,4.45
12-July-2013,491,492.45,482.3,489.65,487.3322354,114157,3891,55632386,18535,16.24,10.15,-1.35
15-July-2013,490,502,485.05,500.5,496.984819,249457,7973,123976342,69258,27.76,16.95,10.5
16-July-2013,478.7,479.5,445.1,451.55,456.7864612,1668624,43306,762204852,894712,53.62,34.4,-27.15
17-July-2013,453,454.95,417.1,426.9,430.5780224,1259299,30274,542226473,248715,19.75,37.85,-26.1
18-July-2013,426.6,441.85,422.25,440.4,433.9225646,773341,24049,335570110,162571,21.02,19.6,13.8
19-July-2013,443.9,446.85,422.9,424.7,432.6482283,611317,27350,264485217,112155,18.35,23.95,-19.2
22-July-2013,428,432.45,422.1,423.85,427.0619024,423069,11334,180676652,112799,26.66,10.35,-4.15
23-July-2013,430,443,428.5,438.75,437.4252093,543229,16672,237622059,145990,26.87,14.5,8.75
24-July-2013,422.1,423.2,375.1,383.35,394.4495294,4195494,85597,1654910634,1227667,29.26,48.1,-38.75
25-July-2013,381.5,392.65,369.55,373.65,379.4967246,1970879,41696,747942125,476290,24.17,23.1,-7.85
26-July-2013,381,382,342.4,367.2,361.4797765,2628180,61178,950033919,337000,12.82,39.6,-13.8
29-July-2013,368.8,370.8,357,363.3,365.1666368,808939,20507,295397534,80192,9.91,13.8,-5.5
30-July-2013,363.8,375,346.75,348.9,360.9996264,1132155,32198,408707532,187475,16.56,28.25,-14.9
31-July-2013,349,349,288.55,323.8,313.9374181,3452309,74519,1083808974,606840,17.58,60.45,-25.2
1-August-2013,330,339.05,304.25,327.65,323.1297263,2270048,54892,733519989,374878,16.51,34.8,-2.35
2-August-2013,334,334.7,305,308.45,317.3958462,1402656,30758,445197188,242215,17.27,29.7,-25.55
5-August-2013,309,312,289.3,299.35,298.9959711,2513100,38315,751406775,1092736,43.48,22.7,-9.65
6-August-2013,296,296,270.25,274.45,282.6287065,1454542,31903,411095324,278451,19.14,25.75,-21.55
7-August-2013,273.7,299.05,268.6,292.75,283.0079975,2445271,54923,692031249,285743,11.69,30.45,19.05
8-August-2013,292.35,293.7,280,282.65,284.041189,1410424,31068,400618510,212109,15.04,13.7,-9.7
12-August-2013,287,307.25,275.2,301.2,293.8916414,2199225,50941,646333845,318253,14.47,32.05,14.2
13-August-2013,299.7,316.35,297.65,309.1,306.1024582,3143788,38767,962321235,1382293,43.97,18.7,9.4
14-August-2013,312.85,314.9,289,291.7,299.073042,2158387,43100,645515366,584906,27.1,25.9,-21.15
16-August-2013,289.75,289.75,252.7,258,270.0875225,2255019,48608,609052495,762230,33.8,37.05,-31.75
19-August-2013,255,255,235.35,241.35,244.2219322,2488553,48057,607759222,522603,21,19.65,-13.65
20-August-2013,233.9,247.5,220.2,242.75,237.2602019,2952942,61123,700615615,285923,9.68,27.3,8.85
21-August-2013,267,284.4,246.5,255.55,270.1224176,8089185,127858,2185070209,3445779,42.6,37.9,-11.45
22-August-2013,251,252.9,234.15,242.7,241.4369188,4903394,103759,1183860339,1385889,28.26,18.75,-8.3
23-August-2013,245.7,262.9,240.8,259.25,255.9598162,3374448,69352,863723090,621667,18.42,22.1,13.55
26-August-2013,263.8,267.5,253.45,261.05,260.8616693,1803844,39558,470553757,206337,11.44,14.05,-2.75
27-August-2013,254,254.8,233.4,235.95,243.2240806,2454496,42164,596992533,789189,32.15,21.4,-18.05
28-August-2013,228,232.4,216.1,225.9,224.5698933,3564604,91125,800502740,1084260,30.42,16.3,-2.1
29-August-2013,232.9,236.7,224.05,232.35,230.8280229,2247741,40652,518841611,450675,20.05,12.65,-0.55
30-August-2013,233.2,248.4,231.3,243.25,241.1083173,3297516,63995,795058534,675784,20.49,17.1,10.05
2-September-2013,246,255.9,246,252.45,252.2509683,1611650,32466,406540273,268301,16.65,9.9,6.45
3-September-2013,255.1,256,226.2,229.4,237.0238252,2651855,42640,628552816,833625,31.44,29.8,-25.7
4-September-2013,230,242.4,224,236.4,235.2005849,2546692,49439,598983448,168078,6.6,18.4,6.4
5-September-2013,248,293,247.5,287.35,273.7023398,5707686,99833,1562207013,908843,15.92,45.5,39.35
6-September-2013,294,296.45,280.3,292.75,288.7405084,3102513,60530,895821181,231068,7.45,16.15,-1.25
10-September-2013,300,314.8,300,306.7,308.5283753,1813022,43418,559368732,388369,21.42,14.8,6.7
11-September-2013,304,305.7,293.35,303.35,301.2779682,2770072,48328,834561664,794815,28.69,12.35,-0.65
12-September-2013,305,306.9,276.3,281.15,288.8341361,2473179,47515,714338520,547481,22.14,30.6,-23.85
13-September-2013,279,287.8,274.35,281.15,282.0561645,2307456,41466,650832189,408914,17.72,13.45,2.15
16-September-2013,295,300,283.75,291.7,293.4006728,2347544,47855,688770989,332534,14.17,16.25,-3.3
17-September-2013,293,304,290.15,300.8,297.9133412,1971790,38883,587422547,338585,17.17,13.85,7.8
18-September-2013,304.7,319,302.75,315.65,309.8194216,2207894,42356,684048442,306653,13.89,16.25,10.95
19-September-2013,347.2,394.7,347.2,386.8,378.6872986,6286879,111665,2380761225,1074062,17.08,47.5,39.6
20-September-2013,390,391,335.6,356.25,357.2929028,6025474,127983,2152859096,523011,8.68,55.4,-33.75
23-September-2013,346.5,361,323.7,327.2,338.4415193,3204408,70136,1084504712,579767,18.09,37.3,-19.3
24-September-2013,321,335.5,316.5,318.95,325.4839821,3596856,85849,1170719014,490072,13.63,19,-2.05
25-September-2013,320.9,324.75,306.6,314.5,313.611864,3374364,65890,1058240584,320939,9.51,18.15,-6.4
26-September-2013,316.75,322.1,313.5,315.7,317.472211,2349746,46705,745979058,362773,15.44,8.6,-1.05
27-September-2013,318,320,302,304.65,311.165168,2213782,43076,688851848,421265,19.03,18,-13.35
30-September-2013,298.7,298.7,286.2,287.5,290.8473462,1775088,36442,516279634,362899,20.44,12.5,-11.2
1-October-2013,290,298.4,280.4,295,292.2111696,3022097,58229,883090499,567597,18.78,18,5
3-October-2013,298,312.7,296.15,310.6,306.0508685,2580319,52760,789708871,421363,16.33,16.55,12.6
4-October-2013,307,318.9,305.1,315.2,313.2520749,2794927,53370,875516682,274055,9.81,13.8,8.2
7-October-2013,315.35,317.7,306.4,315.45,311.4963248,1846984,34539,575328728,152880,8.28,11.3,0.1
8-October-2013,339,345,326.5,328.4,333.4853509,2539783,49756,846980425,361405,14.23,18.5,-10.6
9-October-2013,319.5,342.2,319,340.8,334.7694104,3048893,56533,1020676112,465927,15.28,23.2,21.3
10-October-2013,341,344.8,336.25,341.85,341.0803519,1965306,36172,670327262,153389,7.8,8.55,0.85
11-October-2013,350,351.9,342.45,347.2,347.5035967,1879067,34823,652982541,202873,10.8,9.45,-2.8
14-October-2013,348.1,354.7,346.3,348.6,350.3043124,1271105,26227,445273563,130004,10.23,8.4,0.5
15-October-2013,353,353.5,329,331.1,336.6551646,2466058,43955,830211162,330659,13.41,24.5,-21.9
17-October-2013,334.05,340.8,326.6,335.8,334.504279,1890269,37908,632303069,126170,6.67,14.2,1.75
18-October-2013,336.1,347.95,336.1,346.4,344.016932,1435917,27423,493979761,339049,23.61,11.85,10.3
21-October-2013,348,360.55,348,358.35,355.7261317,1908187,35401,678791980,263244,13.8,12.55,10.35
22-October-2013,361,374.85,351,372.1,366.433578,4379231,92477,1604697284,351801,8.03,23.85,11.1
23-October-2013,376.4,382.2,365.6,374.1,374.0823536,3732148,75802,1396130708,986251,26.43,16.6,-2.3
24-October-2013,374,379.8,361.1,362.75,369.6591823,1788701,33874,661209749,294632,16.47,18.7,-11.25
25-October-2013,360,362.25,354.5,355.4,358.3625891,1121225,22626,401805094,165917,14.8,7.75,-4.6
28-October-2013,357,361.9,345.1,347.35,353.7827046,862632,18603,305184282,158174,18.34,16.8,-9.65
29-October-2013,346.25,372.7,341,371.35,360.3447886,3253617,58427,1172423930,450852,13.86,31.7,25.1
30-October-2013,373.1,379.8,368.3,372.2,373.9038231,1742851,37505,651658652,192727,11.06,11.5,-0.9
31-October-2013,370,372.8,365.55,368.8,369.1213161,1324828,27062,489022255,225224,17,7.25,-1.2
1-November-2013,370,386.35,366.55,378.05,378.8369187,2139810,41679,810639027,244785,11.44,19.8,8.05
3-November-2013,382.5,383.8,376.6,378.85,380.6667878,253151,5439,96366178,92610,36.58,7.2,-3.65
5-November-2013,379,383,368.4,376.15,376.7212112,1421535,31596,535522387,163859,11.53,14.6,-2.85
6-November-2013,375,377.5,363.75,368.6,371.5386663,1194773,31346,443904367,277925,23.26,13.75,-6.4
7-November-2013,372,374.65,360,360.75,367.859232,1209508,28785,444928684,274218,22.67,14.65,-11.25
8-November-2013,362,365.5,352.25,353.85,358.1079804,1410978,33731,505282482,247385,17.53,13.25,-8.15
11-November-2013,352,353,331.55,333.6,340.9269976,1724903,37212,588066001,404195,23.43,21.45,-18.4
12-November-2013,334.2,342,326.25,329,336.6428802,1334905,27103,449386264,223491,16.74,15.75,-5.2
13-November-2013,326,335.85,323.25,331.8,330.6903211,1487011,29751,491740145,187354,12.6,12.6,5.8
14-November-2013,340,352.4,340,350.25,348.2323906,1748763,32428,608975920,284668,16.28,12.4,10.25
18-November-2013,357.1,364.7,357,362.85,360.8673241,983223,19733,354813053,224397,22.82,7.7,5.75
19-November-2013,364,366.7,360.4,363.45,363.8502148,791373,17145,287941236,114902,14.52,6.3,-0.55
20-November-2013,361.9,372.8,357.1,365.3,365.7709097,1427223,25506,522036655,181611,12.72,15.7,3.4
21-November-2013,361.1,361.1,351.4,354.3,356.450773,1067859,21795,380639166,150535,14.1,9.7,-6.8
22-November-2013,359.8,361,342.4,344.55,350.0748455,1191094,21986,416972048,242023,20.32,18.6,-15.25
25-November-2013,349,352.4,343.4,350.85,349.1353305,1300793,24129,454152794,341872,26.28,9,1.85
26-November-2013,350,365,346.75,361.1,356.1819419,1811600,33503,645259206,338673,18.69,18.25,11.1
27-November-2013,362.9,364,352.7,356.35,357.0128613,898588,17170,320807473,119878,13.34,11.3,-6.55
28-November-2013,362,365.8,359.6,364,363.4411263,758751,13577,275761318,155447,20.49,6.2,2
29-November-2013,363,373.35,362,368.7,369.0920329,1014800,19144,374554595,156582,15.43,11.35,5.7
2-December-2013,372,377.9,371.35,375.35,375.4547442,660622,13621,248033664,104558,15.83,6.55,3.35
3-December-2013,372,374.4,368.65,371.45,371.5063658,541332,10088,201108284,59544,11,5.75,-0.55
4-December-2013,368,373.25,368,370.3,370.7368049,473717,9050,175624327,39560,8.35,5.25,2.3
5-December-2013,380.05,397.85,375,393.75,389.9424807,1971774,42912,768878445,488570,24.78,22.85,13.7
6-December-2013,393.55,395,387.25,392.1,390.798318,941036,20871,367755286,238880,25.38,7.75,-1.45
9-December-2013,411,415,393,395.3,401.3762055,1126068,22424,451976901,210980,18.74,22,-15.7
10-December-2013,394.9,394.9,380.45,383.55,384.6812236,807704,16523,310708563,119051,14.74,14.45,-11.35
11-December-2013,380.7,388.3,376,386.65,383.0206059,913381,18818,349843744,80862,8.85,12.3,5.95
12-December-2013,382.6,385,377.25,380.25,381.8557403,502441,9639,191859980,79720,15.87,7.75,-2.35
13-December-2013,374.7,375.5,365.3,366.1,369.6796725,706839,15674,261304010,153057,21.65,10.2,-8.6
16-December-2013,364.9,369.5,358.15,362.7,363.5815553,684977,15723,249045003,94382,13.78,11.35,-2.2
17-December-2013,369,370.15,361.15,363.8,364.5941843,609518,11832,222226718,79015,12.96,9,-5.2
18-December-2013,363,378.6,360.55,375.75,373.578771,1037749,20747,387680996,138156,13.31,18.05,12.75
19-December-2013,378,379.95,363.45,364.45,368.2937763,696632,13722,256565230,147594,21.19,16.5,-13.55
20-December-2013,364.8,371.85,360.9,370.45,368.2598922,564284,11213,207803165,78935,13.99,10.95,5.65
23-December-2013,371.1,381.15,371.1,379.45,378.6370623,511782,11319,193779633,122209,23.88,10.05,8.35
24-December-2013,380.5,383.5,374.1,376,378.4299786,449434,8972,170079299,94767,21.09,9.4,-4.5
26-December-2013,379.6,379.7,370.15,371.5,375.0935026,409101,7424,153451127,95553,23.36,9.55,-8.1
27-December-2013,374.85,376.85,372.1,373.75,374.3877629,313096,6956,117219311,81490,26.03,4.75,-1.1
30-December-2013,376.5,377.4,367.55,368.5,370.8966486,310736,6473,115250941,78097,25.13,9.85,-8
31-December-2013,370,371.7,366,370.1,369.3430483,293157,5909,108275500,50076,17.08,5.7,0.1
1-January-2014,373.7,375.9,371,374.55,373.7257427,222273,4588,83069142,48010,21.6,4.9,0.85
2-January-2014,375.6,381.75,360.25,362.25,373.6444525,983981,14627,367659042,259865,26.41,21.5,-13.35
3-January-2014,358.7,371.85,357.5,370.5,365.7254917,690358,12959,252481519,126563,18.33,14.35,11.8
6-January-2014,371,371,362.55,366.45,365.5104376,871848,11508,318669544,463965,53.22,8.45,-4.55
7-January-2014,368.75,368.75,359.75,365.15,363.4765699,1313545,14740,477442831,570810,43.46,9,-3.6
8-January-2014,365,367.7,355,357.4,361.2604916,563212,11641,203466244,178518,31.7,12.7,-7.6
9-January-2014,356.7,356.7,348.5,351,351.4385486,606024,12417,212980195,101220,16.7,8.2,-5.7
10-January-2014,352.95,357.3,341.75,342.95,350.1461331,605188,12500,211904238,128767,21.28,15.55,-10
13-January-2014,346,348.85,336,339.8,341.0421167,771001,14731,262943813,138599,17.98,12.85,-6.2
14-January-2014,341.7,347.5,340,346.3,344.9844739,564276,11001,194666459,87237,15.46,7.5,4.6
15-January-2014,350,356,342,353.05,351.6155279,1803868,34217,634267999,297577,16.5,14,3.05
16-January-2014,356.6,360,352.3,357.05,356.8218091,704890,14984,251520125,121143,17.19,7.7,0.45
17-January-2014,356.4,357.8,349.45,351.55,353.0135834,645053,16528,227712471,227396,35.25,8.35,-4.85
20-January-2014,349.95,360.7,349.95,359.25,356.0544769,471429,11006,167854406,125945,26.72,10.75,9.3
21-January-2014,361,366,361,362.85,363.7849441,497531,12515,180994287,118864,23.89,5,1.85
22-January-2014,364.95,364.95,359,361.2,361.4840292,406742,10369,147030737,86579,21.29,5.95,-3.75
23-January-2014,359.15,364.4,355.55,357.45,359.0540103,350470,9787,125837659,72431,20.67,8.85,-1.7
24-January-2014,354.85,357.9,345.15,347.7,351.6581633,299216,7459,105221749,82718,27.64,12.75,-7.15
27-January-2014,341.5,341.5,320.15,321.7,326.8987585,999699,19886,326800362,361341,36.14,21.35,-19.8
28-January-2014,321,329.9,315,324.85,323.4469075,1118896,23204,361903451,187404,16.75,14.9,3.85
29-January-2014,327.8,331.65,318.25,320.9,323.9282875,641604,12936,207833685,155706,24.27,13.4,-6.9
30-January-2014,313,316,304,306.7,309.5219497,787072,19175,243616060,252237,32.05,12,-6.3
31-January-2014,307,311.85,304.95,307.95,307.9394846,751461,16484,231404513,150045,19.97,6.9,0.95
3-February-2014,307.7,308,299.35,300.05,302.1159371,695938,13799,210253961,172124,24.73,8.65,-7.65
4-February-2014,296.4,306.1,292.1,303.45,301.1365243,921997,17042,277646972,177060,19.2,14,7.05
5-February-2014,302.9,305.8,298.35,303.2,302.5503109,827078,16171,250232706,118428,14.32,7.45,0.3
6-February-2014,304,310.1,301.65,304.55,305.5968353,648772,13544,198262670,100072,15.42,8.45,0.55
7-February-2014,307.65,310.5,305,309,307.6324841,679236,11146,208955058,228266,33.61,5.5,1.35
10-February-2014,310.95,313.5,306,307.9,310.6297003,394124,8162,122426620,96658,24.52,7.5,-3.05
11-February-2014,307.55,310.8,305.3,306.2,307.9179714,354352,6723,109111349,65501,18.48,5.5,-1.35
12-February-2014,309.3,312,302.15,303.2,306.9600003,586954,13092,180171400,152055,25.91,9.85,-6.1
13-February-2014,305.2,305.9,294,294.7,298.0045445,709872,13709,211545082,191004,26.91,11.9,-10.5
14-February-2014,297,302,294.1,300.45,298.2991255,578493,11030,172563956,91456,15.81,7.9,3.45
17-February-2014,301.55,305.95,297.15,304.7,302.5196258,515825,10818,156047186,107312,20.8,8.8,3.15
18-February-2014,306,310.9,304,308.2,309.1351973,1900755,12528,587590272,1413134,74.35,6.9,2.2
19-February-2014,309.1,310.5,305.1,307.1,307.7731621,486603,10090,149763344,91038,18.71,5.4,-2
20-February-2014,304.5,305.85,301.1,301.75,303.29498,392030,7685,118900731,101581,25.91,4.75,-2.75
21-February-2014,303.9,307.3,303,305.9,305.7346491,339377,6750,103759308,103294,30.44,4.3,2
24-February-2014,306,306.5,301.5,303.95,304.0030267,486664,8509,147947329,177165,36.4,5,-2.05
25-February-2014,306,306.6,301.5,302.35,303.41109,348926,6654,105868018,85435,24.49,5.1,-3.65
26-February-2014,303,305.9,301.5,302.6,303.5936969,266124,5250,80793569,59129,22.22,4.4,-0.4
28-February-2014,305.1,306.45,302.5,304.75,304.4784483,371177,7002,113015397,76333,20.57,3.95,-0.35
3-March-2014,302.6,312.55,301.7,302.55,306.9162804,790950,16381,242755432,164611,20.81,10.85,-0.05
4-March-2014,305.5,322.5,303.85,320.45,314.3514403,1173787,19760,368981634,292106,24.89,18.65,14.95
5-March-2014,324.1,334.6,319.7,330.5,328.1797175,1580197,28924,518588605,242273,15.33,14.9,6.4
6-March-2014,333.6,347.25,331.25,345.85,340.5438305,1383032,22833,470983015,351229,25.4,16,12.25
7-March-2014,348.75,378.5,347.1,375.7,367.8369391,3051866,50257,1122589048,668834,21.92,31.4,26.95
10-March-2014,374.7,389.5,368,380.55,381.4338726,1683780,30487,642250726,236794,14.06,21.5,5.85
11-March-2014,382.5,387.35,367,371.3,373.9079773,1354459,25042,506443025,233208,17.22,20.35,-11.2
12-March-2014,370,373.5,361.35,365.25,367.2591951,1018962,18676,374223164,89293,8.76,12.15,-4.75
13-March-2014,367.9,378,356.4,361.35,369.9311449,903492,16983,334229830,144484,15.99,21.6,-6.55
14-March-2014,356.5,358,350.5,355.95,354.0006167,859396,21070,304226714,190489,22.17,7.5,-0.55
18-March-2014,359.55,367.45,359.55,363.8,363.9125724,589059,12304,214365976,91796,15.58,7.9,4.25
19-March-2014,367,370.9,361.6,365.85,366.1028404,589029,14711,215645190,105314,17.88,9.3,-1.15
20-March-2014,367,367,360,362,362.6190773,418035,8191,151587466,64440,15.41,7,-5
21-March-2014,361.45,365.95,357.3,360.35,362.3958389,422389,10692,153072016,87386,20.69,8.65,-1.1
22-March-2014,361.25,363.2,361.25,362.3,362.23047,35215,855,12755946,13774,39.11,1.95,1.05
24-March-2014,365.8,380.65,364.95,379.05,374.7313542,1326520,24433,497088636,315289,23.77,15.7,13.25
25-March-2014,380,383.9,376.95,379.35,380.1033919,515882,9782,196088498,73712,14.29,6.95,-0.65
26-March-2014,382.5,402.9,382.3,401.7,394.6934868,2395300,37679,945409309,989722,41.32,20.6,19.2
27-March-2014,403.4,404.7,390.5,394,399.0738351,906886,20694,361914474,139769,15.41,14.2,-9.4
28-March-2014,398.25,407.8,398.25,404.9,403.198071,718490,13898,289693782,130956,18.23,9.55,6.65
31-March-2014,407.7,416.8,403.3,413.5,410.2378465,805074,14572,330271824,151486,18.82,13.5,5.8
1-April-2014,417.25,418.75,405.4,410.5,411.6806702,909107,17936,374261779,111123,12.22,13.35,-6.75
